nfhs_state_raw,nfhs_district_raw,state_normalized,district_normalized,exact_match,candidate_1,candidate_2,candidate_3,review_status
Uttar Pradesh,Jyotiba Phule Nagar,UTTAR PRADESH,JYOTIBA PHULE NAGAR,False,KANPUR NAGAR,SANT KABEER NAGAR,AMBEDKAR NAGAR,requires_review
Uttar Pradesh,Kannauj,UTTAR PRADESH,KANNAUJ,True,,,,accepted_exact
Uttar Pradesh,Kanpur Dehat,UTTAR PRADESH,KANPUR DEHAT,True,,,,accepted_exact
Uttar Pradesh,Kanpur Nagar,UTTAR PRADESH,KANPUR NAGAR,True,,,,accepted_exact
Uttar Pradesh,Kanshiram Nagar,UTTAR PRADESH,KANSHIRAM NAGAR,False,KUSHI NAGAR,KANPUR NAGAR,SIDDHARTH NAGAR,requires_review
Uttar Pradesh,Kaushambi,UTTAR PRADESH,KAUSHAMBI,True,,,,accepted_exact
Uttar Pradesh,Kheri,UTTAR PRADESH,KHERI,True,,,,accepted_exact
Uttar Pradesh,Kushinagar,UTTAR PRADESH,KUSHINAGAR,False,KUSHI NAGAR,KANPUR NAGAR,SIDDHARTH NAGAR,requires_review
Uttar Pradesh,Lalitpur,UTTAR PRADESH,LALITPUR,True,,,,accepted_exact
Uttar Pradesh,Lucknow,UTTAR PRADESH,LUCKNOW,True,,,,accepted_exact
Uttar Pradesh,Mahamaya Nagar,UTTAR PRADESH,MAHAMAYA NAGAR,False,AMBEDKAR NAGAR,GAUTAM BUDDHA NAGAR,MUZAFFARNAGAR,requires_review
Uttar Pradesh,Mahoba,UTTAR PRADESH,MAHOBA,True,,,,accepted_exact
Uttar Pradesh,Mahrajganj,UTTAR PRADESH,MAHRAJGANJ,False,MAHARAJGANJ,MATHURA,KASGANJ,requires_review
Uttar Pradesh,Mainpuri,UTTAR PRADESH,MAINPURI,True,,,,accepted_exact
Uttar Pradesh,Mathura,UTTAR PRADESH,MATHURA,True,,,,accepted_exact
Uttar Pradesh,Mau,UTTAR PRADESH,MAU,True,,,,accepted_exact
Uttar Pradesh,Meerut,UTTAR PRADESH,MEERUT,True,,,,accepted_exact
Uttar Pradesh,Mirzapur,UTTAR PRADESH,MIRZAPUR,True,,,,accepted_exact
Uttar Pradesh,Moradabad,UTTAR PRADESH,MORADABAD,True,,,,accepted_exact
Uttar Pradesh,Muzaffarnagar,UTTAR PRADESH,MUZAFFARNAGAR,True,,,,accepted_exact
Uttar Pradesh,Pilibhit,UTTAR PRADESH,PILIBHIT,True,,,,accepted_exact
Uttar Pradesh,Pratapgarh,UTTAR PRADESH,PRATAPGARH,True,,,,accepted_exact
Uttar Pradesh,Rae Bareli,UTTAR PRADESH,RAE BARELI,True,,,,accepted_exact
Uttar Pradesh,Rampur,UTTAR PRADESH,RAMPUR,True,,,,accepted_exact
Uttar Pradesh,Saharanpur,UTTAR PRADESH,SAHARANPUR,True,,,,accepted_exact
Uttar Pradesh,Sambhal,UTTAR PRADESH,SAMBHAL,True,,,,accepted_exact
Uttar Pradesh,Sant Kabir Nagar,UTTAR PRADESH,SANT KABIR NAGAR,False,SANT KABEER NAGAR,AMBEDKAR NAGAR,KANPUR NAGAR,requires_review
Uttar Pradesh,Sant Ravidas Nagar (Bhadohi),UTTAR PRADESH,SANT RAVIDAS NAGAR (BHADOHI),False,SANT KABEER NAGAR,GAUTAM BUDDHA NAGAR,SIDDHARTH NAGAR,requires_review
Uttar Pradesh,Shahjahanpur,UTTAR PRADESH,SHAHJAHANPUR,True,,,,accepted_exact
Uttar Pradesh,Shamli,UTTAR PRADESH,SHAMLI,True,,,,accepted_exact
Uttar Pradesh,Shrawasti,UTTAR PRADESH,SHRAWASTI,False,SHRAVASTI,VARANASI,BASTI,requires_review
Uttar Pradesh,Siddharthnagar,UTTAR PRADESH,SIDDHARTHNAGAR,False,SIDDHARTH NAGAR,AMBEDKAR NAGAR,KUSHI NAGAR,requires_review
Uttar Pradesh,Sitapur,UTTAR PRADESH,SITAPUR,True,,,,accepted_exact
Uttar Pradesh,Sonbhadra,UTTAR PRADESH,SONBHADRA,True,,,,accepted_exact
Uttar Pradesh,Sultanpur,UTTAR PRADESH,SULTANPUR,True,,,,accepted_exact
Uttar Pradesh,Unnao,UTTAR PRADESH,UNNAO,True,,,,accepted_exact
Uttar Pradesh,Varanasi,UTTAR PRADESH,VARANASI,True,,,,accepted_exact
Uttarakhand,Almora,UTTARAKHAND,ALMORA,True,,,,accepted_exact
Uttarakhand,Bageshwar,UTTARAKHAND,BAGESHWAR,True,,,,accepted_exact
Uttarakhand,Chamoli,UTTARAKHAND,CHAMOLI,True,,,,accepted_exact
Uttarakhand,Champawat,UTTARAKHAND,CHAMPAWAT,True,,,,accepted_exact
Uttarakhand,Dehradun,UTTARAKHAND,DEHRADUN,True,,,,accepted_exact
Uttarakhand,Garhwal,UTTARAKHAND,GARHWAL,False,TEHRI GARHWAL,PAURI GARHWAL,HARIDWAR,requires_review
Uttarakhand,Hardwar,UTTARAKHAND,HARDWAR,False,HARIDWAR,TEHRI GARHWAL,CHAMPAWAT,requires_review
Uttarakhand,Nainital,UTTARAKHAND,NAINITAL,True,,,,accepted_exact
Uttarakhand,Pithoragarh,UTTARAKHAND,PITHORAGARH,True,,,,accepted_exact
Uttarakhand,Rudraprayag,UTTARAKHAND,RUDRAPRAYAG,False,RUDRA PRAYAG,,,requires_review
Uttarakhand,Tehri Garhwal,UTTARAKHAND,TEHRI GARHWAL,True,,,,accepted_exact
Uttarakhand,Udham Singh Nagar,UTTARAKHAND,UDHAM SINGH NAGAR,False,UDAM SINGH NAGAR,,,requires_review
Uttarakhand,Uttarkashi,UTTARAKHAND,UTTARKASHI,False,UTTAR KASHI,,,requires_review
West Bengal,Bankura,WEST BENGAL,BANKURA,True,,,,accepted_exact
West Bengal,Birbhum,WEST BENGAL,BIRBHUM,True,,,,accepted_exact
West Bengal,Dakshin Dinajpur,WEST BENGAL,DAKSHIN DINAJPUR,False,DINAJPUR UTTAR,DINAJPUR DAKSHIN,,requires_review
West Bengal,Darjiling,WEST BENGAL,DARJILING,False,DARJEELING,KALIMPONG,,requires_review
West Bengal,Haora,WEST BENGAL,HAORA,False,HOWRAH,JHARGRAM,BANKURA,requires_review
West Bengal,Hugli,WEST BENGAL,HUGLI,False,PURULIA,HOOGHLY,,requires_review
West Bengal,Jalpaiguri,WEST BENGAL,JALPAIGURI,True,,,,accepted_exact
West Bengal,Koch Bihar,WEST BENGAL,KOCH BIHAR,False,COOCHBEHAR,,,requires_review
West Bengal,Kolkata,WEST BENGAL,KOLKATA,True,,,,accepted_exact
West Bengal,Maldah,WEST BENGAL,MALDAH,True,,,,accepted_exact
West Bengal,Murshidabad,WEST BENGAL,MURSHIDABAD,True,,,,accepted_exact
West Bengal,Nadia,WEST BENGAL,NADIA,True,,,,accepted_exact
West Bengal,North Twenty Four Pargana,WEST BENGAL,NORTH TWENTY FOUR PARGANA,False,,,,requires_review
West Bengal,Paschim Barddhaman,WEST BENGAL,PASCHIM BARDDHAMAN,False,PASCHIM BARDHAMAN,PURBA BARDHAMAN,,requires_review
West Bengal,Paschim Medinipur,WEST BENGAL,PASCHIM MEDINIPUR,False,MEDINIPUR WEST,MEDINIPUR EAST,PASCHIM BARDHAMAN,requires_review
West Bengal,Purba Medinipur,WEST BENGAL,PURBA MEDINIPUR,False,MEDINIPUR WEST,MEDINIPUR EAST,PURBA BARDHAMAN,requires_review
West Bengal,Puruliya,WEST BENGAL,PURULIYA,False,PURULIA,ALIPURDUAR,DINAJPUR UTTAR,requires_review
West Bengal,South Twenty Four Pargana,WEST BENGAL,SOUTH TWENTY FOUR PARGANA,False,,,,requires_review
West Bengal,Uttar Dinajpur,WEST BENGAL,UTTAR DINAJPUR,False,DINAJPUR UTTAR,DINAJPUR DAKSHIN,,requires_review
