circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude,coordinate_status
Telangana Circle,Hyderabad Region,Wanaparthy Division,Peddapur B.O,509360,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Ajilapuram B.O,509360,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Bollampalli B.O,509360,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Bhairapuram B.O,509360,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Akkaram B.O,509375,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Chandapur B.O,509375,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Rangapur B.O,509375,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Madhavanpalli B.O,509201,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Mared B.O,509201,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Venkeshwaram B.O,509201,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Jamgamreddypalli B.O,509201,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Velgonda B.O,509203,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Manigilla B.O,509106,BO,Delivery,WANAPARTHY,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Keshampet B.O,509206,BO,Delivery,WANAPARTHY,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Remadla B.O,509206,BO,Delivery,WANAPARTHY,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Yellur B.O,509102,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Kondaraopally B.O,509102,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Kudikilla B.O,509102,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Kanmanoor B.O,509381,BO,Delivery,MAHABUBNAGAR,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Ananthavaram B.O,509401,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Ambatpally B.O,509401,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Balmoor B.O,509401,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Godal B.O,509401,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Komatikunta B.O,509401,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Apparala B.O,509110,BO,Delivery,WANAPARTHY,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Maddur B.O,509110,BO,Delivery,MAHABUBNAGAR,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Sirsawada B.O,509209,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Wanapatla B.O,509209,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Yadireddipalli B.O,509209,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Yendabetla B.O,509209,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Medipur B.O,509209,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Kummera B.O,509215,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Ammayapally B.O,509104,BO,Delivery,WANAPARTHY,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Yaparla B.O,509104,BO,Delivery,WANAPARTHY,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Gantaraopally B.O,509412,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Marikal B.O,509412,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Jetaprole B.O,509105,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Kondur B.O,509105,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Veepangandla B.O,509105,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Busireddypalli B.O,509120,BO,Delivery,WANAPARTHY,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Kalwaral B.O,509120,BO,Delivery,WANAPARTHY,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Shakhapur B.O,509120,BO,Delivery,WANAPARTHY,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Mamidlapally B.O,509385,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Puljala B.O,509385,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Malkapur B.O,509385,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Gowraram B.O,509385,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Kodaparthi B.O,509406,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Maddigatal B.O,509406,BO,Delivery,MAHABUBNAGAR,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Marepally B.O,509406,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Venicherla B.O,509235,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Gudipalli B.O,509235,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Wanaparthy Division,Puljal B.O,509376,BO,Delivery,NAGARKURNOOL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,KHADERPET,506332,BO,Delivery,MAHABUBABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,Kommulavancha B.O,506325,BO,Delivery,MAHABUBABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,Mungimadugu B.O,506325,BO,Delivery,MAHABUBABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,CHINNAKORPOLE,506112,BO,Delivery,WARANGAL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,KARLAI,506135,BO,Delivery,MAHABUBABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,Chillamcherla B.O,506325,BO,Delivery,MAHABUBABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,Uggampalli B.O,506325,BO,Delivery,MAHABUBABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,Rathiramthanda B.O,506368,BO,Delivery,MAHABUBABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,BANJARUPALLI,506122,BO,Delivery,WARANGAL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,PERUMANDLAGUDEM,506310,BO,Delivery,HANUMAKONDA,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,UPPARAGUDEM,506317,BO,Delivery,MAHABUBABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,JAGANNADHAPALLE,506314,BO,Delivery,WARANGAL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,RAGANNAGUDEM,506314,BO,Delivery,WARANGAL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,POTHIREDDI PALLE,506314,BO,Delivery,WARANGAL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,SOMARAM,506314,BO,Delivery,WARANGAL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,BANDAMPALLY,506313,BO,Delivery,NA,NA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,SURARAM,506316,BO,Delivery,JANGOAN,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,RAGIDI THANDA,506316,BO,Delivery,JANGOAN,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Warangal Division,GANDHINAGAR,506329,BO,Delivery,WARANGAL,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Bogaram B.O,501303,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Thimmaipalli B.O,501303,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Amradikalan B.O,501202,BO,Delivery,VIKARABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Buchampalli B.O,501202,BO,Delivery,VIKARABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Enkatala B.O,501202,BO,Delivery,VIKARABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Mekavanampalli B.O,501202,BO,Delivery,VIKARABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Velchal B.O,501202,BO,Delivery,VIKARABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Gharsinghapur B.O,501501,BO,Delivery,VIKARABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Nizampet Medpalli B.O,501501,BO,Delivery,VIKARABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Peda Umenthyal B.O,501501,BO,Delivery,VIKARABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Regadi Doswada B.O,501501,BO,Delivery,RANGA REDDY,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Secunderabad Division,Riapol B.O,501501,BO,Delivery,VIKARABAD,TELANGANA,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kothapalli B.O-R,524303,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Manchalapalli B.O,524300,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Markapur  Division,Naddimallapuram B.O,523108,BO,Delivery,PRAKASAM,ANDHRA PRADESH,15.2261400,15.2261400,out_of_bounds
Andhra Pradesh Circle,Vijayawada Region,Tadepalligudem Division,Thogummi B.O,534302,BO,Delivery,WEST GODAVARI,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Bhoolayapalem B.O,522311,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Pathareddypalem B.O,522212,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Brahmanakoduru B.O,522212,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Manchala B.O,522212,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Mutluru B.O,522212,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Vatticheruku B.O,522212,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Jillellamudi B.O,522113,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Narasayapalem B.O,522113,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Kolaganivaripalem B.O,522258,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Pyaparru B.O,522341,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Gurunadhanagar B.O,522262,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Idupalli B.O,522268,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Pushadapuvaripalem B.O,522268,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Bavajipalem B.O,522314,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Dandamudi B.O,522316,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Doppalapudi B.O,522316,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Aremanda B.O,522316,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Munipalli B.O,522316,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Khajipalem B.O,522329,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Chintalapudi B.O,522124,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Kondabalavaripalem B.O,522124,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Stuvartpuram Colony B.O,522317,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Panchalavaram B.O,522325,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Chadalavada B.O,522301,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Chilumuru B.O,522301,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Ipuru B.O,522301,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Edlapalli B.O,522211,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Allamudi B.O,522256,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Mrutyumjayapalem B.O,522264,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Vallabhapuram B.O,522308,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Gudivada B.O,522307,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Chivaluru B.O,522304,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Chinaparimi B.O,522313,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Dantaluru B.O,522306,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Sajjavaripalem B.O,522265,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Vejendla B.O,522213,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Kiskindapalem B.O,505325,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Balijepalli B.O,522261,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Chavali B.O,522261,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Peravali B.O,522261,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Peravalipalem B.O,522261,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vasanthanagar B.O,520007,BO,Delivery,NTR,ANDHRA PRADESH,80.7079930,16.4833430,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Goditippa B.O,533217,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Samanthakurru B.O,533217,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Turupulanka B.O,533217,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Machavaram B.O,533214,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Penumalla B.O,533222,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Sannavilli B.O,533222,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Nadipudi B.O,533221,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Geddanapalli B.O,533212,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Nadavapalli B.O,533212,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,I.Polavaram B.O,533220,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Kesanakurru B.O,533220,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Komaragiri B.O,533220,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Pasuvullanka B.O,533220,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Kamujuvarilanka B.O,533241,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Krapa Chintalapudi B.O,533216,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Komanapalli B.O,533216,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Somidevarapalem B.O,533216,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Immidivarappadu B.O,533218,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Irusumanda B.O,533239,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Kamanagaruvu B.O,533213,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Tandavapalli B.O,533213,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Appanaramunilanka B.O,533252,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Kattunga B.O,533235,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Rajavaram B.O,533235,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Bellampudi B.O,533240,BO,Delivery,NA,NA,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Mummidivarappadu B.O,533274,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Kantevaripadu B.O,533253,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Ramarajulanka B.O,533253,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Idarada B.O,533247,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Pedapatnam Lanka B.O,533247,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Narendrapuram B.O,533229,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Avidi B.O,533229,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Ithakota B.O,533238,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Ravulapadu B.O,533238,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Podagatapalli B.O,533236,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Gondi B.O,533251,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Sakhinetipalli Lanka B.O,533251,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Kunavaram B.O,533244,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Mogalikuduru B.O,533249,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Billakurru B.O,533228,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Amalapuram Division,Vadapalli B.O,533237,BO,Delivery,Konaseema,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Addasaram BO,531114,BO,Delivery,VISAKHAPATANAM,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Anakapalle Division,Jalampalli B.O,531027,BO,Delivery,Anakapalli,ANDHRA PRADESH,17.8619760,17.8619760,out_of_bounds
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Kota B.O,533428,BO,Delivery,Alluri Sitharama Raju,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Kakinada Division,Govindapuram B.O,533435,BO,Delivery,Kakinada,ANDHRA PRADESH,NA,NA,missing_pair
